title,link,text,date,label
"Pakistan, Rusya'dan ilk LPG sevkiyatını teslim aldı",/pakistan-rusya-dan-ilk-lpg-sevkiyatini-teslim-aldi-2339161,"Rusya’nın İslamabad Büyükelçiliğinden yapılan açıklamada, İran üzerinden Pakistan’a 100 bin tonluk ilk LPG sevkiyatının gerçekleştirildiği belirtildi. Açıklamada, bir sonraki sevkiyat için görüşmelerin sürdüğü kaydedildi. Pakistan, ham petrolün yüzde 70'ini ithal ediyor. İthal edilen ham petrol, rafine edilerek ülkenin ihtiyacına göre kullanışlı ürünlere dönüştürülüyor. İslamabad, ham petrolü büyük oranda Birleşik Arap Emirlikleri, Suudi Arabistan ve Kuveyt'ten ithal ediyor. Petrol fiyatlarındaki küresel artışın ardından Pakistan, ham petrol ithal kaynaklarını çeşitlendirmek için girişimlere başlamıştı.  Dünyanın en büyük ham petrol üreticileri arasında yer alan Rusya, Pakistan'a indirimli fiyattan ham petrol temin etme teklifinde bulunmuştu. Ocak 2023'te Moskova ve İslamabad, Pakistan'ın artan yerel ve endüstriyel enerji ihtiyacını karşılamak için bu ülkeye indirimli fiyat üzerinden petrol ve doğal gaz sağlanması konusunda mutabık kalmıştı. Yetkililer, Pakistan'ın ham petrol ihtiyacının yüzde 35'ini Rusya'dan karşılayacağını ve Moskova'ya ödemenin Çin Bankası aracılığıyla yuan ile yapılacağını duyurmuştu. Pakistan'ın, Rusya'dan ithal ettiği 100 bin ton ham petrolün 45 bin tonluk kısmını taşıyan ilk gemi 11 Haziran'da Karaçi'ye ulaşmıştı. Pakistanlı yetkililer, temmuzdan itibaren de Azerbaycan'ın indirimli fiyattan her ay Pakistan'a bir sıvılaştırılmış doğalgaz (LNG) kargosu tedarik edileceğini açıklamıştı. ","27 Eylül 2023 Çarşamba, 23:52","['ASTOR : 0', 'ENJSA : -1', 'TCELL : 0', 'TTKOM : 0', 'OYAKC : 0', 'KONYA : -1', 'YBTAS : 0', 'EREGL : 0', 'KRDMD : 1', 'TOASO : -1', 'FROTO : 0', 'BIMAS : -1', 'SOKM : 0', 'ARCLK : 0', 'VESTL : -1', 'THYAO : 1', 'PGSUS : 0']"
Reeskont faizlerinde değişiklik,/reeskont-faizlerinde-degisiklik-2339163,"Türkiye Cumhuriyet Merkez Bankası reeskont işlemlerinde uygulanacak iskonto faiz oranları ve avans işlemlerinde uygulanacak faiz oranlarıyla ilgili değişikliğe gitti. Reeskont ve Avans İşlemlerinde Uygulanacak Faiz Oranlarının Tespiti tebliği Resmi Gazete'de yayımlanarak yürürlüğe girdi. Resmi Gazete'de yayımlanan tebliğe göre, vadesine en çok 3 ay kalan senetler karşılığında yapılacak reeskont işlemlerinde uygulanacak iskonto faiz oranı yıllık yüzde 30,75 oldu. Avans işlemlerinde uygulanacak faiz oranı ise yıllık yüzde 31,75 olarak tespit edildi. Reeskont; iskonto edilmiş, diğer bir deyişle bir bedel karşılığı el değiştirmiş (iskonto) olan kıymetlerin, bir bedel karşılığında yeniden el değiştirmesini (reiskonto) ifade ediyor. Merkez Bankası, bankacılık kesiminin geçici likidite ihtiyaçlarının karşılanması için, bankalar tarafından verilecek ticari senet ve vesikaları reeskonta kabul edebiliyor. Türkiye’de reeskont işlemindeki tüm koşul ve kurallar, Merkez Bankası tarafından belirlenir.  Bu işlemler için Merkez Bankası tarafından uygulanan faize ""reeskont faiz oranı"" adı veriliyor. Merkez Bankası reeskonta kabul edebileceği senetler karşılığında avans da verebiliyor. Avans için teminat olarak alınan bu senetler; ticari senet ve belgeler, devlet tahvilleri ve Borsada kayıtlı tahviller. Merkez Bankası en son 1 Eylül tarihinde reeskont faiz oranlarında değişikliğe gitmiş, vadesine en çok 3 ay kalan senetler karşılığında yapılacak reeskont işlemlerinde uygulanacak iskonto faiz oranını yıllık yüzde 25,75'e, avans işlemlerinde uygulanacak faiz oranını ise yıllık yüzde 26,75'e çıkarmıştı. REESKONT FAİZLERİNDE DEĞİŞİKLİK  ","28 Eylül 2023 Perşembe, 00:20","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
SEC'den Bitcoin açıklaması: Menkul kıymet değil,/sec-den-bitcoin-aciklamasi-menkul-kiymet-degil-2339164,"ABD Menkul Kıymetler ve Borsa Komisyonu (SEC) Başkanı Gary Gensler, ABD Temsilciler Meclisi Finansal Hizmetler Komitesinde gerçekleştirilen ve yaklaşık 4,5 saat süren oturumda, temsilcilerin sorularına ve eleştirilerine cevap verdi. Komite Başkanı Cumhuriyetçi Temsilci Patrick McHenry, Gensler'i sert bir şekilde eleştirerek, SEC'in kural koymaya yönelik mevcut yaklaşımının finansal piyasaların bütünlüğünü tehlikeye düşürdüğünü ve yatırımcıları riske attığını iddia etti. Önerilen kuralların ve bunların birbirleriyle etkileşimlerinin kapsamlı ekonomik analizine ihtiyaç olduğuna dikkati çeken McHenry, Komitenin Şubat ayında belge talebinde bulunmasından sonra geçen sürede SEC'den kamuya açık olmayan hiçbir belgeyi almadıklarını söyledi.  Kripto sektörüne karşı destekleyici yaklaşımıyla bilinen Kongre Üyesi Tom Emmer, Gensler hakkında sert ifadeler kullanırken, Gensler'in kripto endüstrisine ""saldırdığını"" ve ""kendi istekleri ve kişisel amaçları doğrultusunda rekabetçi sektöre zarar verdiğini"" öne sürdü. Kongre Üyesi Warren Davidson da Gensler'e yönelik, ""Biden yönetimi keşke sizi kovsaydı"" diye konuştu. SEC Başkanı Gensler, Bitcoin'in ""menkul kıymet"" olmadığını yinelerken, kripto para birimini ""emtia"" olarak nitelendirmekten kaçındı. Kripto endüstrisinin ""dolandırıcılık, manipülasyon ve sahtekarlık"" ile dolu olduğu ve bu alandaki uyumsuzluktan yatırımcıların zarar gördüğünü ifade eden Gensler, Amerikan halkını korumak için bu konuda çok sayıda dava açtıklarını anımsattı. Gensler, SEC'in kripto varlık yönetimi şirketi Grayscale'in spot Bitcoin ETF başvurusunu ""Bitcoin'e dayalı bir ETF'nin yeterli gözetimden yoksun olduğunu"" öne sürerek reddetme kararının mahkemede bozulmasına ilişkin soruyu da yanıtladı. Bu konuda net bir cevap vermeyen Gensler, Bitcoin ETF başvurusuna yönelik mahkeme kararı için değerlendirme sürecinin devam ettiğini dile getirdi.  Gensler, yaklaşık 5 bin çalışanlarının yüzde 92-93'ünün ABD'de federal hükümetin olası kapanması durumunda izne ayrılacağını belirterek, çalışan sayısının ""iskelet"" kadroya ineceğini söyledi. Bu sürede piyasayı tam güçle denetleyecek bir kurum olmayacağına işaret eden Gensler, ihbar, şikayet ve yönlendirme hatlarının ise açık kalacağını dile getirdi. Gensler, kapanmanın şirketlerin halka açılmasının onaylanmasını da engelleyeceğine dikkati çekerek, halka açılmaya veya arzlarını artırmaya karar verirlerse şirketlerin cuma gününden önce harekete geçmeleri gerektiğini kaydetti. Halka açık şirketlerin ayrıntılı emisyon verileri ile iklim riski stratejilerini açıklamalarını gerektirecek kurala ilişkin Gensler, SEC'in iklim konusunda bir düzenleyici olmadığını ancak halka açık şirketlerin gerçeğe uygun açıklamalar yapmalarını sağlamadan sorumlu olduklarını söyledi. Gensler, yapay zeka, makine öğrenmesi gibi teknolojilerin dönüştürücü olduğuna inandığını belirterek, ancak robot yatırım danışmanları ile aracıların ""kendi çıkarlarını yatırımcıların çıkarlarının önüne koymaları"" nedeniyle çatışma oluşmasının muhtemel olduğunu savundu. Öte yandan gerçekleştirilen oturum öncesinde, Komitedeki Cumhuriyetçiler, Gensler'e gönderdikleri mektupta, SEC'in düzenleme gündemine ilişkin paydaş geri bildirimlerinin değerlendirilmesini istedi. Cumhuriyetçi temsilciler, SEC'in, etkiler değerlendirilene ve uyum için yeterli süre tanınana kadar kuralların sonuçlandırılmasının ve uygulamaya konulmasının durdurulmasını talep etti. Öte yandan, bazı temsilciler, SEC Başkanı Gensler'i spot Bitcoin ETF başvurularını onaylamaya çağırdı. ","28 Eylül 2023 Perşembe, 00:42","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
Ekonomi ve siyaset gündemi -  28 Eylül 2023,/ekonomi-ve-siyaset-gundemi-28-eylul-2023-2339165,"1- TBMM Başkanı Numan Kurtulmuş, İrlanda'nın başkenti Dublin'de düzenlenecek Avrupa Parlamento Başkanları Konferansı'nda ""Ukrayna'ya karşı Rusya'nın saldırganlık savaşının sonuçları ve Ukrayna'nın yeniden inşasında ulusal parlamentoların rolü"" ile ""İstikrarsız dönemlerde temsili demokrasilerin sınamaları"" konulu oturumlarda konuşacak. (Dublin) 2- Cumhurbaşkanı Yardımcısı Cevdet Yılmaz, Cumhurbaşkanlığı Külliyesi'nde düzenlenecek Ekonomi Koordinasyon Kurulu toplantısına başkanlık edecek. (Ankara/09.00)    EKONOMİ FİNANS 1- Ulaştırma ve Altyapı Bakanı Abdulkadir Uraloğlu, Cumhuriyetin 100. Yılı'na Mektup Kampanyası kapsamında oluşturulacak tasnif ve mektupların sahiplerine ulaştırılması ile ilgili sürece yönelik basın açıklaması yapacak.  (Ankara/14.00) 2- Türkiye Cumhuriyet Merkez Bankası, Para Politikası Kurulu toplantı özeti ile haftalık para ve banka istatistiklerini açıklayacak. (Ankara/14.00/14.30) 3- TÜİK, eylül ayına ilişkin ekonomik güven endeksini duyuracak. (Ankara/10.00) ","28 Eylül 2023 Perşembe, 06:36","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
Asya borsalarında karışık seyir,/asya-borsalarinda-karisik-seyir-2339166,"Asya-Pasifik piyasaları, Hazine getirilerindeki yükseliş ve petrol fiyatlarının Wall Street'te yatırımcı güvenini olumsuz etkilemesiyle Çarşamba günü bir miktar yükseliş kaydettikten sonra düştü. Gösterge 10 yıllık ABD Hazine tahvil getirisi 2007'den bu yana en yüksek seviyelerine ulaştı ve ABD ham petrol vadeli işlemleri yüzde 3'ün üzerinde artışla varil başına 93,68 dolara yerleşti. Hong Kong Hang Seng endeksi, Borsanın zor durumdaki Çinli emlak şirketi Evergrande'nin hisselerinin askıya alındığını açıklamasının ardından yüzde 0,57 oranında değer kaybetti. Anakara Çin hisseleri Perşembe günü hafif yükseliş gösterdi; CSI 300 yüzde 0,21 oranında yükseldi. Japonya'da Nikkei 225 yüzde 0,82 kayıp yaşarken Topix Perşembe sabahı yüzde 0,75'lik daha küçük bir kayıp gördü. Avustralya'da S&P/ASX 200 Çarşamba günkü kayıplarının ardından toparlandı ve yüzde 0,26 yükseldi. Güney Kore piyasaları resmi tatil nedeniyle kapalı. ","28 Eylül 2023 Perşembe, 06:44","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
Petrol 95 doları gördü,/petrol-95-dolari-gordu-2339170,"ABD ham petrolü Çarşamba günü yüzde 3,6 artışla Mayıs başından bu yana en büyük kazancını elde ettikten sonra kısa süreliğine eşiğin üzerine çıktı. ABD referans göstergesinin teslimat noktası olan Cushing, Oklahoma'daki stoklar, Temmuz 2022'den bu yana en düşük seviye olan 22 milyon varilin biraz altına düştü ve operasyonel minimumlara yaklaştı. Danışman Energy Aspects'in kurucu ortağı ve araştırma başkanı Amrita Sen, Bloomberg TV'ye ""Bu pazardaki korkum, çok fazla envanterin stoklarını boşaltmış olmamızdır” dedi. Çarşamba günü açıklanan resmi verilere göre, ABD ham petrol stokları genel olarak beklenenden fazla düştü; bu durum, Suudi Arabistan ve Rusya'dan gelen arz kesintileri nedeniyle piyasanın ne kadar hızlı daraldığına dair kanıt sağlıyor. ABD ham petrolü , Haziran ayının sonundan bu yana yaklaşık üçte bir oranında artış gösterdi ve 2022 başından bu yana en büyük çeyreklik kazancına doğru ilerliyor, bu da enflasyonu körüklüyor. Bu ayın başlarında OPEC, dördüncü çeyrekte günde 3 milyon varil kadar ham petrol açığı olacağını öngörüyordu. ABD ve Çin'deki talebin dirençli olduğu kanıtlanırken, doların yükselişe geçmesine ve yüksek küresel faiz oranlarına ilişkin endişelerin devam etmesine rağmen piyasadaki pek çok kişi artık 100 dolarlık petrolü kaçınılmaz olarak görüyor. ING Groep NV emtia stratejisi başkanı Warren Patterson, ""Brent'in varil başına 100 doları aşması an meselesi. Ancak, arz kesintilerini hafifletmek için OPEC+ üzerinde oluşturulacak artan baskı göz önüne alındığında, herhangi bir kırılmanın nispeten kısa ömürlü olacağına inanıyoruz"" dedi. ","28 Eylül 2023 Perşembe, 07:05","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
ABD 10 yıllık tahvil getirileri 15 yılın zirvesini gördü,/abd-10-yillik-tahvil-getirileri-15-yilin-zirvesini-gordu-2339172,"10 yıllık Hazine tahvili getirisi 5 baz puan artışla yüzde 4,612'ye yükseldi. Salı günü 2007'den bu yana en yüksek seviyesi olan yüzde 4,566'ya kadar yükseldi. 2 yıllık Hazine tahvil getirisi de 6 baz puan artışla yüzde 5,139'a yükseldi. Ticaret Bakanlığı Çarşamba sabahı, dayanıklı mal siparişlerinin Ağustos ayında yüzde 0,2 arttığını ve bunun Dow Jones anketine katılan ekonomistlerin beklediği yüzde 0,5'lik düşüşün üzerine çıktığını bildirdi. Bu, Fed'in geçen hafta faiz oranlarının daha da yükseleceğini ve daha uzun süre yüksek kalacağını söylemesinin ardından geldi ve yatırımcılar arasında bunun ekonomi için ne anlama gelebileceği konusunda endişelere yol açtı. Öte yandan, Kongre'nin federal hükümete finansman sağlayacak bir anlaşmayı bu tarihten önce kabul etmemesi halinde, ABD hükümetinin 1 Ekim gibi erken bir tarihte kapanması ihtimaline ilişkin endişeler sürüyor. ","28 Eylül 2023 Perşembe, 07:53","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
Evergrande işleme kapatıldı,/evergrande-isleme-kapatildi-2339173,"Çin’in gayrimenkul krizinin merkezindeki şirketi Evergrande’nin hisseleri, kurucusunun polis gözetimi altında olduğu haberinin ardından bugün Hong Kong’da işleme kapatıldı. İşleme kapatma kararına ilişkin bir gerekçe sunulmadı. Bloomberg bu ayın başlarında Evergrande Yönetim Kurulu Başkanı Hui Ka Yan’ın polis gözetimi altına alındığını yazmıştı. Gözetim uygulaması Çin’de gözaltıdan farklı olarak kişinin evinde yapılıyor ve altı aya kadar sürebiliyor. Bu uygulama aynı zamanda Hui’nin bir suçlamayla karşı karşıya olduğu anlamına da gelmiyor. Evergrande hisseleri çarşamba günü yüzde 19 düşmüştü. ","28 Eylül 2023 Perşembe, 08:24","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
ABD’de hükümet kapanması tehlikesi,/abdde-hukumet-kapanmasi-tehlikesi-2339174,"Geçtiğimiz bahar aylarında Biden yönetiminden uzun vadeli harcamaların kısılması hakkında taviz koparan Temsilciler Meclisi’nin Başkanı Kevin McCarthy, Beyaz Saray’a karşılanması güç talepler iletti. McCarthy, Donald Trump’ın döneminde Meksika sınırına inşaatı başlanan duvarın tamamlanması, Ukrayna’ya yeni yardım yapılmaması ve federal harcamalarda daha fazla kesinti talep etti. Bu talepler karşısında hafta sonu bir anlaşma çıkması beklenmiyor. Daha önceki kapanmalarda finansal bir kargaşa yaşanmaması ve Cumhuriyetçilerin de kendi aralarında bu talepler hakkında anlaşmazlık yaşaması Biden yönetiminin elini güçlendiriyor. Öte yandan Fed Üyesi Neel Kashkari hükümet kapanmasının ekonomiyi yavaşlatabileceğini, bu durumda faiz artışı aracını kullanmalarına gerek kalmayabileceğini söyledi. Kashkari’nin baz senaryosu hala bu yıl bir faiz artışı daha yapılabileceği yönünde. ","28 Eylül 2023 Perşembe, 08:26","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
ABD hisselerinde opsiyon balina endişesi,/abd-hisselerinde-opsiyon-balina-endisesi-2339176,"Hisse ve tahvil piyasaları Fed’in “daha yüksek ve daha uzun süreli faizler” söylemiyle düşüşünü sürdürürken hisseler için şimdi de 'opsiyon balina' endişesi ufukta belirdi. JPMorgan’a ait hisse fonunun onbinlerce satım kontratının süresi cuma günü doluyor. 16 milyar dolar büyüklüğündeki JPMorgan Hedged Equity Fund’ın tuttuğu bu kontratların strike fiyatı S&P 500’ün mevcut seviyesinden çok da aşağıda bulunmuyor. Bu kontratların karşı tarafları ise strike fiyatının görülmesi durumunda uzun pozisyonların ellerinde kalması tehlikesine karşı kısa pozisyon alımlarıyla kendini hedge etmek istiyor. Delta hedging adı verilen bu durum sonucu S&P 500 endeksinde ek dalgalanma oluşmasından endişe duyuluyor. S&P 500 çarşamba gününü yatay seyirle 4.274,5 puandan kapamıştı. JPMorgan hisse fonunun sat emri ise 4.210 seviyesinde bulunuyor. Bu seviye birçok opsiyon emirini tetikleyecek olması sebebiyle piyasa gözlemcilerinin bu hafta takip edeceği bir seviye olacak. ","28 Eylül 2023 Perşembe, 08:46","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
EKK'da TL cinsinden enstrümanların çeşitlendirilmesi ele alındı,/ekk-da-tl-cinsinden-enstrumanlarin-cesitlendirilmesi-ele-alindi-2339179,"Cumhurbaşkanlığı Külliyesi'nde yapılan toplantıya, Hazine ve Maliye Bakanı Mehmet Şimşek, Sanayi ve Teknoloji Bakanı Mehmet Fatih Kacır, Tarım ve Orman Bakanı İbrahim Yumaklı, Ticaret Bakanı Ömer Bolat, Cumhurbaşkanlığı Strateji ve Bütçe Başkanı İbrahim Şenel, Merkez Bankası Başkanı Hafize Gaye Erkan, AK Parti Grup Başkanı Abdullah Güler, AK Parti Genel Başkanvekili Efkan Ala ile ilgili kurum ve kuruluşların temsilcileri katıldı. Ekonomi politikalarının eşgüdüm içerisinde daha bütüncül bir yaklaşımla oluşturulmasını ve daha etkin uygulanmasını sağlamak, ekonomik istikrarla ilgili gelişmeleri izlemek ve değerlendirmek üzere her ay düzenli olarak toplanan Ekonomi Koordinasyon Kurulu'nun bugün yapılan 4. toplantısının ana gündemini ülke finans piyasalarının gelişimini ve istikrarını destekleyecek politikalar ve tedbirler oluşturdu.  Toplantının ardından yapılan açıklamada, Türkiye Yüzyılı’nda fiyat istikrarını esas alan sürdürülebilir ve kapsayıcı ekonomik büyümenin sağlanması, stratejik yatırımların desteklenmesi, küresel ekonomide ortaya çıkabilecek risklere karşı finansal istikrarın güçlendirilmesi, yurt içi tasarrufların artırılması, kaynak dağılımında etkinliğin sağlanması ve finansmana erişimin artırılması hedeflendiğine dikkat çekildi. Fiyat istikrarı ve finansal istikrarın sağlanması ile uyumlu olacak şekilde, katma değeri yüksek ve ihracat odaklı yatırımların teşvik edilmesi, dışa bağımlılığın azaltılması ve sürdürülebilir büyümenin desteklenmesi amacıyla başta Yatırım Taahhütlü Avans Kredileri (YTAK) olmak üzere yatırımcıların finansman imkânlarını artıracak yeni stratejiler istişare edildğinin aktarıldığı açıklamada şu noktaların altı çizildi. Finansal piyasalarda Türk Lirası cinsinden enstrümanların çeşitlendirilmesi ve yatırımcılar için daha cazip hale getirilmesi kapsamında yürütülen çalışmalar değerlendirildi. Yastık altındaki altınların ekonomiye kazandırılmasına yönelik mevcut sistemlerin geliştirilmesi amacıyla önümüzdeki dönemde atılması planlanan adımlar görüşüldü. TCMB öncülüğünde çalışmaları yürütülen Dijital Türk Lirası Projesi’nde gelinen aşama ve önümüzdeki döneme ilişkin yol haritası hakkında bilgilendirme yapılmıştır. Kurulumuz bu alanda yapılan hazırlıkların hızlandırılması hususunda anlayış birliği içinde bir değerlendirme yapıldı. Katılım finans ekosisteminin geliştirilmesine yönelik çalışmalar ve sektörü destekleyici mekanizmalar görüşülerek Katılım Finans Çerçeve Kanunu hazırlıkları değerlendirildi. Aile ve Gençlik Bankası’na ilişkin çalışmalar ve önümüzdeki günlerde TBMM’ye sunulması planlanan Kanun Teklifi Kurul üyeleri ve ilgili taraflarla istişare edildi.  ","28 Eylül 2023 Perşembe, 09:42","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
BOTAŞ Genel Müdürü emeklilik kararı aldı,/botas-genel-muduru-emeklilik-karari-aldi-2339181,"BOTAŞ Twitter hesabından yapılan açıklamada, Mayıs 2016’dan itibaren Botaş Yönetim Kurulu Başkanı ve Genel Müdürü olarak görev yapan Genel Müdür Burhan Özcan’ın emeklilik kararı aldığı belirtildi. BOTAŞ'ın sosyal medya hesabından yapılan açıklamada şöyle denildi: ""21.05.2016 tarihinden itibaren BOTAŞ Yönetim Kurulu Başkanı ve Genel Müdürü olarak görev yapan Genel Müdürümüz Sayın Burhan ÖZCAN, BOTAŞ Üst Yönetimi ile yapmış olduğu toplantıda emeklilik kararı aldığını açıklamıştır. Üst Yönetim ve Çalışma arkadaşlarına; bugüne kadar sektöre ve Ülkemize yapmış oldukları hizmet ve göstermiş oldukları üstün performanstan dolayı teşekkürlerini ifade etmiştir"" — BOTAŞ (@botastr) September 28, 2023   ","28 Eylül 2023 Perşembe, 10:00","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
Ekonomik güven yılın en düşük seviyesinden toparlandı,/ekonomik-guven-yilin-en-dusuk-seviyesinden-toparlandi-2339185,"Türkiye İstatistik Kurumu (TÜİK), Ekonomik Güven Endeksi, Eylül 2023 verilerini yayımladı. Buna göre, ekonomik güven endeksi Ağustos ayında 94,1 iken, Eylül ayında yüzde 1,3 oranında artarak 95,4 değerini aldı. Bir önceki aya göre Eylül ayında Tüketici Güven Endeksi yüzde 5,1 oranında artarak 71,5 değerini, reel kesim (imalat sanayi) güven endeksi yüzde 0,5 oranında artarak 105,1 değerini, hizmet sektörü güven endeksi yüzde 2,0 oranında azalarak 113,0 değerini, perakende ticaret sektörü güven endeksi yüzde 3,0 oranında artarak 117,7 değerini, inşaat sektörü güven endeksi yüzde 1,0 oranında artarak 88,3 değerini aldı. Ekonomik güven endeksinin 100'den büyük olması genel ekonomik duruma ilişkin iyimserliği, 100'den küçük olması ise genel ekonomik duruma ilişkin kötümserliği gösteriyor. ","28 Eylül 2023 Perşembe, 10:20","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
TCMB'den iki yeni faaliyet izni,/tcmb-den-iki-yeni-faaliyet-izni-2339186,"Türkiye Cumhuriyet Merkez Bankası'nın (TCMB), İşte Pay Ödeme Kuruluşu AŞ'ye ödeme para kuruluşu olarak faaliyet göstermesine izin vermesine dair kararı, Resmi Gazete'nin bugünkü sayısında yayımlandı. Karara göre, verilen izin kapsamında İşte Pay Ödeme Kuruluşu AŞ ödeme aracı kabul yetkisi ile sınırlandırılarak, ödeme hizmetleri sunmak üzere ödeme kuruluşu olarak faaliyet gösterecek. Öte yandan, TCMB, Papara Elektronik Para AŞ'nin ödeme hizmetleri sunmak ve elektronik para ihraç etmek üzere faaliyet izin kapsamını genişletti. Söz konusu karar, Ödeme ve Menkul Kıymet Mutabakat Sistemleri, Ödeme Hizmetleri ve Elektronik Para Kuruluşları Hakkında Kanun uyarınca alındı. ","28 Eylül 2023 Perşembe, 10:39","['ASTOR : -1', 'ENJSA : 0', 'TCELL : -1', 'TTKOM : -1', 'OYAKC : -1', 'KONYA : -1', 'YBTAS : -1', 'EREGL : 0', 'KRDMD : -1', 'TOASO : 1', 'FROTO : 0', 'BIMAS : 0', 'SOKM : -1', 'ARCLK : 0', 'VESTL : 0', 'THYAO : 1', 'PGSUS : 1']"
